cf_mask_quality,cloud,date_time,landsat_scene,lat,long,reflec_1,reflec_2,reflec_3,reflec_4,reflec_5,reflec_6,reflec_7,station_ID
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,38.05,-121.8783333,863.0,1150.0,1129.0,581.0,268.0,,260.0,3.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,38.04833333,-122.0966667,706.0,930.0,759.0,341.0,182.0,,194.0,7.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,38.06166667,-122.2633333,637.0,828.0,698.0,228.0,132.0,,126.0,11.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,38.05166667,-122.3116667,592.0,785.0,662.0,177.0,25.0,,37.0,12.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,38.00666667,-122.405,501.0,633.0,363.0,103.0,46.0,,37.0,14.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.915,-122.4466667,599.0,677.0,402.0,228.0,197.0,,214.0,16.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,38.14833333,-121.6883333,754.0,965.0,819.0,435.0,258.0,,258.0,657.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.84666667,-122.4216667,510.0,620.0,353.0,229.0,198.0,,149.0,18.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.82,-122.3933333,596.0,619.0,433.0,301.0,240.0,,237.0,20.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.765,-122.3583333,526.0,527.0,353.0,229.0,155.0,,170.0,22.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.72833333,-122.3366667,408.0,418.0,207.0,39.0,6.0,,61.0,23.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.69833333,-122.3383333,392.0,400.0,193.0,40.0,28.0,,16.0,24.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.67,-122.325,438.0,527.0,270.0,156.0,111.0,,60.0,25.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.635,-122.3133333,499.0,594.0,362.0,199.0,174.0,,148.0,26.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.61833333,-122.2916667,532.0,650.0,426.0,246.0,174.0,,170.0,27.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.58,-122.245,645.0,749.0,531.0,323.0,240.0,,237.0,29.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,38.02833333,-122.37,488.0,636.0,332.0,105.0,25.0,,37.0,13.0
1.0,0.0,1999-07-07 18:38:51,LE70440341999188EDC00,37.88166667,-122.4266667,547.0,677.0,386.0,253.0,198.0,,149.0,17.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.06333333,-121.855,863.0,1105.0,1075.0,596.0,328.0,,219.0,2.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.05,-121.8783333,878.0,1120.0,1086.0,590.0,271.0,,289.0,3.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.04833333,-121.935,886.0,1106.0,1105.0,717.0,273.0,,289.0,4.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.06,-121.98,895.0,1112.0,1096.0,602.0,265.0,,265.0,5.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.065,-122.035,833.0,1078.0,1100.0,609.0,289.0,,243.0,6.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.04833333,-122.0966667,781.0,1003.0,884.0,437.0,246.0,,198.0,7.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.03,-122.1516667,787.0,930.0,819.0,365.0,182.0,,153.0,8.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.06166667,-122.2633333,706.0,858.0,721.0,243.0,74.0,,85.0,11.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.105,-121.72,797.0,1002.0,830.0,488.0,326.0,,333.0,653.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.14833333,-121.6883333,760.0,963.0,814.0,463.0,303.0,,288.0,657.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.06166667,-121.8,778.0,1003.0,1003.0,590.0,303.0,,242.0,649.0
1.0,0.0,1999-07-23 18:38:53,LE70440341999204EDC01,38.02833333,-122.37,649.0,777.0,497.0,194.0,86.0,,82.0,13.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.06333333,-121.855,768.0,1009.0,933.0,427.0,164.0,,134.0,2.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.05,-121.8783333,768.0,1030.0,933.0,451.0,164.0,,134.0,3.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.04833333,-121.935,840.0,1049.0,967.0,501.0,186.0,,134.0,4.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.06,-121.98,832.0,1004.0,999.0,444.0,93.0,,39.0,5.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.065,-122.035,736.0,1015.0,1009.0,457.0,133.0,,131.0,6.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.04833333,-122.0966667,692.0,910.0,900.0,377.0,108.0,,83.0,7.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.03,-122.1516667,677.0,891.0,741.0,298.0,108.0,,60.0,8.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.05,-122.1733333,660.0,893.0,777.0,298.0,86.0,,83.0,9.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.06,-122.2083333,730.0,899.0,747.0,279.0,111.0,,61.0,10.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.06166667,-122.2633333,716.0,881.0,767.0,231.0,45.0,,38.0,11.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.05166667,-122.3116667,606.0,732.0,515.0,120.0,20.0,,37.0,12.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.00666667,-122.405,602.0,676.0,446.0,131.0,82.0,,82.0,14.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,37.975,-122.4366667,588.0,706.0,434.0,119.0,78.0,,57.0,15.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,37.915,-122.4466667,518.0,551.0,261.0,139.0,76.0,,128.0,16.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.14833333,-121.6883333,780.0,1008.0,843.0,476.0,220.0,,177.0,657.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.06166667,-121.8,790.0,1032.0,901.0,561.0,268.0,,272.0,649.0
1.0,0.0,1999-08-08 18:38:58,LE70440341999220EDC00,38.02833333,-122.37,611.0,702.0,469.0,136.0,62.0,,59.0,13.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.06333333,-121.855,701.0,886.0,770.0,334.0,121.0,,65.0,2.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.05,-121.8783333,776.0,896.0,780.0,345.0,126.0,,115.0,3.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.04833333,-121.935,727.0,959.0,818.0,375.0,197.0,,163.0,4.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.06,-121.98,740.0,876.0,762.0,344.0,149.0,,139.0,5.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.065,-122.035,659.0,864.0,699.0,301.0,107.0,,116.0,6.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.04833333,-122.0966667,731.0,892.0,811.0,341.0,170.0,,139.0,7.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.03,-122.1516667,843.0,992.0,881.0,417.0,239.0,,234.0,8.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.05,-122.1733333,758.0,937.0,744.0,370.0,195.0,,139.0,9.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.06,-122.2083333,687.0,769.0,650.0,277.0,84.0,,93.0,10.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.06166667,-122.2633333,670.0,799.0,604.0,213.0,57.0,,67.0,11.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.05166667,-122.3116667,548.0,620.0,394.0,120.0,28.0,,17.0,12.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.105,-121.72,607.0,793.0,618.0,270.0,94.0,,39.0,653.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.00666667,-122.405,536.0,576.0,298.0,127.0,21.0,,87.0,14.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.975,-122.4366667,455.0,582.0,301.0,85.0,40.0,,35.0,15.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.915,-122.4466667,422.0,458.0,248.0,60.0,65531.0,,36.0,16.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.14833333,-121.6883333,567.0,730.0,581.0,215.0,48.0,,39.0,657.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.82,-122.3933333,485.0,483.0,235.0,147.0,90.0,,86.0,20.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.78833333,-122.3583333,515.0,554.0,298.0,100.0,21.0,,62.0,21.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.765,-122.3583333,454.0,448.0,223.0,71.0,20.0,,14.0,22.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.72833333,-122.3366667,459.0,500.0,285.0,89.0,41.0,,12.0,23.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.69833333,-122.3383333,440.0,514.0,278.0,37.0,9.0,,9.0,24.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.67,-122.325,441.0,537.0,297.0,66.0,9.0,,58.0,25.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.635,-122.3133333,442.0,530.0,293.0,79.0,14.0,,11.0,26.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.61833333,-122.2916667,513.0,559.0,337.0,85.0,16.0,,12.0,27.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.58,-122.245,605.0,738.0,549.0,147.0,66.0,,86.0,29.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.52833333,-122.1583333,779.0,968.0,824.0,362.0,111.0,,110.0,31.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.495,-122.0933333,760.0,928.0,807.0,360.0,122.0,,90.0,34.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.48,-122.08,751.0,912.0,812.0,366.0,124.0,,91.0,35.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.47166667,-122.065,696.0,893.0,813.0,368.0,125.0,,91.0,36.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.06166667,-121.8,686.0,836.0,763.0,324.0,95.0,,88.0,649.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,38.02833333,-122.37,520.0,600.0,356.0,102.0,45.0,,63.0,13.0
1.0,0.0,1999-08-24 18:38:59,LE70440341999236EDC01,37.88166667,-122.4266667,455.0,496.0,244.0,31.0,65530.0,,35.0,17.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.06333333,-121.855,696.0,896.0,832.0,424.0,160.0,,121.0,2.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.05,-121.8783333,696.0,917.0,831.0,397.0,183.0,,96.0,3.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.04833333,-121.935,695.0,874.0,794.0,395.0,182.0,,146.0,4.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.06,-121.98,658.0,842.0,748.0,327.0,129.0,,68.0,5.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.065,-122.035,598.0,888.0,750.0,307.0,147.0,,64.0,6.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.04833333,-122.0966667,659.0,864.0,710.0,279.0,122.0,,116.0,7.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.03,-122.1516667,639.0,843.0,730.0,250.0,73.0,,64.0,8.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.05,-122.1733333,668.0,868.0,772.0,282.0,74.0,,65.0,9.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.06,-122.2083333,712.0,881.0,743.0,294.0,127.0,,118.0,10.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.05166667,-122.3116667,700.0,856.0,723.0,262.0,63.0,,71.0,12.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.105,-121.72,628.0,806.0,717.0,336.0,133.0,,69.0,653.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.00666667,-122.405,577.0,682.0,391.0,109.0,39.0,,61.0,14.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.975,-122.4366667,615.0,700.0,445.0,132.0,63.0,,34.0,15.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.915,-122.4466667,591.0,559.0,301.0,101.0,62.0,,34.0,16.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.14833333,-121.6883333,609.0,807.0,643.0,310.0,109.0,,120.0,657.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.69833333,-122.3383333,783.0,742.0,543.0,188.0,62.0,,34.0,24.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.67,-122.325,651.0,719.0,543.0,130.0,62.0,,86.0,25.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.635,-122.3133333,695.0,765.0,563.0,188.0,112.0,,111.0,26.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.61833333,-122.2916667,653.0,743.0,604.0,219.0,88.0,,86.0,27.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.60166667,-122.27,660.0,840.0,669.0,254.0,140.0,,112.0,28.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.58,-122.245,664.0,774.0,691.0,257.0,65.0,,61.0,29.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.555,-122.19,688.0,798.0,634.0,170.0,40.0,,87.0,30.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.52833333,-122.1583333,713.0,891.0,714.0,260.0,92.0,,61.0,31.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.51833333,-122.1333333,721.0,851.0,739.0,236.0,43.0,,37.0,32.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,37.47166667,-122.065,842.0,995.0,942.0,447.0,72.0,,90.0,36.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.06166667,-121.8,781.0,963.0,909.0,456.0,185.0,,122.0,649.0
1.0,0.0,1999-09-09 18:38:58,LE70440341999252EDC00,38.02833333,-122.37,707.0,806.0,660.0,225.0,84.0,,95.0,13.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.06333333,-121.855,701.0,903.0,777.0,258.0,55.0,,1.0,2.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.05,-121.8783333,724.0,895.0,746.0,303.0,42.0,,65517.0,3.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.04833333,-121.935,688.0,891.0,867.0,380.0,59.0,,73.0,4.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.06,-121.98,707.0,843.0,722.0,286.0,31.0,,72.0,5.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.065,-122.035,692.0,860.0,736.0,246.0,39.0,,21.0,6.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.04833333,-122.0966667,654.0,850.0,689.0,236.0,9.0,,19.0,7.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.03,-122.1516667,664.0,856.0,774.0,271.0,37.0,,75.0,8.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.05,-122.1733333,723.0,898.0,729.0,235.0,61.0,,19.0,9.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.06,-122.2083333,693.0,827.0,647.0,227.0,68.0,,23.0,10.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.06166667,-122.2633333,689.0,779.0,526.0,194.0,42.0,,50.0,11.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.05166667,-122.3116667,622.0,680.0,416.0,138.0,6.0,,18.0,12.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.105,-121.72,711.0,921.0,792.0,384.0,52.0,,28.0,653.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.00666667,-122.405,534.0,603.0,344.0,80.0,65535.0,,65522.0,14.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.975,-122.4366667,535.0,603.0,322.0,109.0,24.0,,13.0,15.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.915,-122.4466667,452.0,471.0,184.0,37.0,65532.0,,12.0,16.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.14833333,-121.6883333,786.0,846.0,704.0,297.0,78.0,,13.0,657.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.84666667,-122.4216667,372.0,398.0,185.0,116.0,43.0,,65518.0,18.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.82,-122.3933333,441.0,369.0,160.0,82.0,43.0,,37.0,20.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.78833333,-122.3583333,535.0,489.0,265.0,97.0,65531.0,,11.0,21.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.765,-122.3583333,527.0,482.0,237.0,92.0,19.0,,10.0,22.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.72833333,-122.3366667,519.0,576.0,318.0,55.0,17.0,,10.0,23.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.69833333,-122.3383333,480.0,565.0,352.0,110.0,65525.0,,37.0,24.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.67,-122.325,557.0,568.0,333.0,81.0,16.0,,65.0,25.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.635,-122.3133333,534.0,544.0,334.0,50.0,16.0,,9.0,26.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.61833333,-122.2916667,582.0,695.0,400.0,81.0,65499.0,,9.0,27.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.60166667,-122.27,635.0,723.0,490.0,116.0,44.0,,38.0,28.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.58,-122.245,640.0,801.0,580.0,183.0,45.0,,10.0,29.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.555,-122.19,655.0,771.0,552.0,146.0,65526.0,,65518.0,30.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.52833333,-122.1583333,678.0,795.0,595.0,146.0,43.0,,65518.0,31.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.51833333,-122.1333333,678.0,770.0,682.0,209.0,43.0,,9.0,32.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.50833333,-122.1216667,678.0,821.0,617.0,146.0,16.0,,65518.0,33.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.495,-122.0933333,773.0,920.0,748.0,241.0,43.0,,9.0,34.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.48,-122.08,821.0,946.0,834.0,369.0,43.0,,9.0,35.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.47166667,-122.065,821.0,946.0,856.0,337.0,16.0,,9.0,36.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.06166667,-121.8,768.0,949.0,863.0,387.0,26.0,,58.0,649.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,38.02833333,-122.37,575.0,673.0,512.0,107.0,23.0,,13.0,13.0
1.0,0.0,1999-09-25 18:39:03,LE70440341999268EDC00,37.88166667,-122.4266667,450.0,451.0,164.0,54.0,65527.0,,9.0,17.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.06333333,-121.855,605.0,821.0,777.0,239.0,15.0,,23.0,2.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.05,-121.8783333,677.0,823.0,668.0,208.0,44.0,,53.0,3.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.04833333,-121.935,622.0,806.0,653.0,215.0,46.0,,65532.0,4.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.06,-121.98,616.0,742.0,554.0,194.0,49.0,,65534.0,5.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.065,-122.035,596.0,768.0,598.0,197.0,78.0,,27.0,6.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.04833333,-122.0966667,590.0,741.0,511.0,163.0,22.0,,85.0,7.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.03,-122.1516667,701.0,836.0,637.0,254.0,76.0,,55.0,8.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.05,-122.1733333,619.0,793.0,598.0,227.0,78.0,,85.0,9.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.06,-122.2083333,623.0,746.0,535.0,196.0,50.0,,65535.0,10.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.06166667,-122.2633333,579.0,674.0,451.0,166.0,50.0,,65535.0,11.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.05166667,-122.3116667,529.0,657.0,350.0,120.0,18.0,,25.0,12.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.105,-121.72,653.0,822.0,689.0,303.0,100.0,,82.0,653.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.00666667,-122.405,533.0,579.0,276.0,95.0,10.0,,20.0,14.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.975,-122.4366667,459.0,508.0,234.0,78.0,34.0,,65525.0,15.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.915,-122.4466667,348.0,363.0,149.0,65533.0,65528.0,,41.0,16.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.14833333,-121.6883333,696.0,770.0,666.0,269.0,71.0,,23.0,657.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.84666667,-122.4216667,363.0,412.0,216.0,60.0,48.0,,40.0,18.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.78833333,-122.3583333,421.0,492.0,243.0,120.0,65.0,,65526.0,21.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.765,-122.3583333,469.0,516.0,265.0,86.0,36.0,,19.0,22.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.72833333,-122.3366667,431.0,456.0,188.0,46.0,34.0,,48.0,23.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.69833333,-122.3383333,386.0,386.0,219.0,34.0,31.0,,16.0,24.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.67,-122.325,385.0,386.0,242.0,67.0,2.0,,65523.0,25.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.635,-122.3133333,284.0,360.0,150.0,67.0,2.0,,16.0,26.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.61833333,-122.2916667,361.0,441.0,219.0,34.0,31.0,,16.0,27.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.60166667,-122.27,389.0,415.0,198.0,69.0,60.0,,46.0,28.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.58,-122.245,477.0,662.0,436.0,76.0,33.0,,17.0,29.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.555,-122.19,456.0,560.0,324.0,112.0,5.0,,18.0,30.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.52833333,-122.1583333,457.0,560.0,303.0,79.0,34.0,,18.0,31.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.51833333,-122.1333333,489.0,566.0,376.0,83.0,7.0,,19.0,32.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.50833333,-122.1216667,463.0,616.0,329.0,83.0,7.0,,65497.0,33.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.495,-122.0933333,549.0,727.0,540.0,123.0,9.0,,65527.0,34.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.48,-122.08,587.0,710.0,569.0,164.0,40.0,,65529.0,35.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.47166667,-122.065,638.0,839.0,749.0,264.0,40.0,,21.0,36.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.06166667,-121.8,692.0,917.0,839.0,395.0,99.0,,81.0,649.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,38.02833333,-122.37,489.0,530.0,278.0,65.0,39.0,,21.0,13.0
1.0,0.0,1999-10-11 18:39:06,LE70440341999284EDC01,37.88166667,-122.4266667,366.0,356.0,142.0,24.0,65527.0,,65516.0,17.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.06333333,-121.855,623.0,742.0,557.0,209.0,27.0,,65533.0,2.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.05,-121.8783333,595.0,680.0,530.0,169.0,61.0,,70.0,3.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.04833333,-121.935,590.0,725.0,516.0,182.0,31.0,,72.0,4.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.06,-121.98,595.0,727.0,490.0,144.0,65.0,,35.0,5.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.065,-122.035,647.0,695.0,516.0,143.0,65.0,,65535.0,6.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.04833333,-122.0966667,576.0,699.0,519.0,119.0,65526.0,,31.0,7.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.03,-122.1516667,578.0,714.0,502.0,100.0,18.0,,66.0,8.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.05,-122.1733333,600.0,773.0,553.0,134.0,51.0,,27.0,9.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.06,-122.2083333,500.0,655.0,479.0,144.0,19.0,,65454.0,10.0
1.0,0.0,1999-11-12 18:38:57,LE70440341999316EDC00,38.06166667,-122.2633333,558.0,621.0,365.0,60.0,53.0,,104.0,11.0
